Region,Area,Landmark,Traffic_Index,Pollution_Index,Max_Traffic_Time,Date,Time
Industrial,East,School,93,92,Night,12/31/19,17:27:00
Residential,West,Stadium,67,140,Afternoon,8/31/20,16:34:09
Downtown,South,School,77,98,Night,8/30/21,01:19:31
Downtown,South,Hospital,75,130,Afternoon,3/3/20,04:05:31
Residential,South,Hospital,10,57,Morning,8/2/19,05:49:21
Industrial,West,Stadium,17,59,Evening,9/17/24,07:49:31
Industrial,South,School,43,123,Night,1/17/19,21:00:11
Suburb,South,Hospital,84,31,Morning,5/4/22,08:57:07
Residential,West,School,80,132,Afternoon,10/20/21,17:15:14
Industrial,South,Hospital,70,143,Afternoon,8/7/19,01:04:38
Industrial,West,Hospital,63,76,Night,5/19/23,21:26:34
Residential,North,Mall,27,138,Afternoon,1/12/21,06:06:55
Industrial,South,Park,42,47,Evening,8/31/24,14:28:14
Residential,East,Hospital,17,70,Evening,7/29/19,23:48:04
Industrial,North,Hospital,35,55,Evening,2/28/18,21:14:45
Downtown,South,Hospital,51,88,Evening,6/3/18,12:50:38
Industrial,East,School,45,118,Morning,9/29/21,14:44:23
Residential,South,Mall,63,116,Afternoon,4/3/24,14:40:20
Suburb,East,Park,58,93,Afternoon,4/12/18,05:17:56
Industrial,North,Mall,18,143,Afternoon,9/1/20,11:10:27
Downtown,East,Hospital,24,133,Morning,12/4/22,11:11:30
Residential,West,Mall,38,44,Afternoon,1/1/22,18:41:14
Residential,West,Hospital,21,121,Morning,7/27/23,00:43:55
Suburb,West,Stadium,79,140,Afternoon,5/14/20,17:52:20
Downtown,West,Hospital,74,26,Evening,11/7/19,12:58:53
Residential,West,Hospital,94,70,Night,8/10/18,17:13:47
Industrial,East,Mall,15,91,Afternoon,5/16/23,02:51:09
Suburb,East,School,96,86,Afternoon,12/22/19,19:20:06
Residential,West,Hospital,43,60,Night,10/21/20,02:59:53
Industrial,South,Stadium,26,98,Morning,10/27/20,05:51:04
Residential,South,School,13,48,Evening,12/22/20,07:15:58
Suburb,East,Park,42,126,Morning,6/4/18,12:05:28
Industrial,South,Hospital,21,23,Morning,2/25/24,09:33:11
Residential,West,Hospital,21,25,Evening,2/1/20,13:47:27
Residential,East,School,42,30,Morning,8/6/19,15:28:34
Industrial,South,School,21,64,Night,6/29/20,03:59:49
Residential,East,Park,62,72,Morning,3/8/20,20:25:18
Suburb,South,Stadium,65,33,Night,8/10/22,03:32:22
Residential,South,Stadium,24,91,Morning,4/3/23,15:27:29
Suburb,North,Stadium,32,81,Morning,10/28/23,13:37:29
Residential,North,Mall,95,27,Night,12/4/21,01:40:13
Residential,North,Hospital,29,140,Evening,2/14/22,01:50:56
Downtown,East,Mall,71,36,Morning,4/6/20,22:44:56
Downtown,North,Park,95,76,Evening,11/21/23,21:40:25
Industrial,East,School,37,97,Afternoon,3/16/19,21:55:29
Residential,East,School,68,64,Evening,9/5/24,12:45:26
Industrial,West,Park,69,140,Evening,5/26/22,08:16:02
Residential,South,Hospital,77,31,Morning,1/14/24,21:31:34
Residential,South,Park,82,122,Night,2/4/24,21:12:35
Industrial,East,School,69,68,Night,1/13/20,01:21:16
Downtown,West,Mall,84,76,Afternoon,3/2/22,00:52:05
Downtown,West,Stadium,79,100,Night,12/25/20,07:44:03
Industrial,East,Mall,33,96,Morning,10/29/19,00:00:23
Suburb,East,Hospital,91,47,Evening,3/10/21,23:50:37
Suburb,North,Park,60,49,Evening,8/24/20,04:43:35
Residential,West,Mall,75,36,Afternoon,8/4/18,03:42:27
Residential,South,Stadium,91,127,Morning,12/11/21,05:27:10
Residential,South,Mall,78,63,Afternoon,10/30/24,12:36:12
Residential,South,Park,72,37,Night,3/7/19,19:54:03
Downtown,South,Park,25,63,Morning,6/21/24,17:22:55
Industrial,East,Stadium,68,67,Afternoon,1/21/24,18:14:31
Industrial,East,Park,94,124,Afternoon,1/7/22,04:52:50
Industrial,East,Hospital,53,141,Morning,9/29/22,15:05:47
Industrial,East,Hospital,37,54,Night,3/18/19,19:14:25
Downtown,West,Hospital,22,82,Night,12/12/19,05:35:02
Industrial,West,Mall,17,36,Afternoon,9/3/22,12:49:04
Residential,East,Hospital,40,65,Night,9/6/22,21:42:39
Downtown,South,School,82,36,Afternoon,3/27/18,15:09:19
Suburb,East,Park,99,31,Afternoon,9/30/24,20:20:59
Residential,East,Park,13,98,Afternoon,3/1/19,02:26:52
Residential,North,Mall,30,84,Morning,5/29/24,21:33:36
Residential,South,Mall,95,106,Evening,10/25/20,15:36:20
Industrial,North,Stadium,85,117,Evening,5/11/19,20:22:36
Downtown,South,Park,93,81,Evening,7/31/24,18:55:12
Suburb,West,Mall,82,146,Afternoon,11/9/23,08:56:17
Residential,East,Stadium,11,75,Afternoon,9/29/20,08:21:31
Suburb,South,Mall,99,111,Afternoon,6/3/19,02:06:02
Downtown,East,Park,74,85,Night,5/17/19,11:53:45
Downtown,East,Hospital,17,67,Evening,3/27/18,06:47:01
Downtown,West,School,78,120,Night,3/17/19,00:12:30
Industrial,West,School,99,146,Night,4/28/21,02:49:41
Downtown,North,School,60,133,Night,9/10/24,18:34:41
Downtown,East,Stadium,34,21,Night,2/22/20,20:10:40
Residential,East,School,33,93,Morning,10/25/22,01:36:01
Downtown,West,Stadium,73,124,Morning,2/5/18,14:44:20
Downtown,West,Mall,77,140,Night,9/21/21,04:07:42
Suburb,East,Hospital,66,66,Night,2/21/25,08:03:42
Suburb,East,Mall,58,112,Morning,7/13/22,11:08:58
Residential,South,Stadium,75,46,Evening,1/4/24,09:52:42
Residential,West,School,35,103,Evening,12/20/23,01:52:32
Residential,East,Mall,89,74,Evening,3/26/21,17:46:38
Downtown,West,Mall,88,76,Night,12/19/20,22:50:40
Downtown,East,Stadium,13,61,Morning,11/1/24,07:29:37
Residential,South,Park,44,128,Afternoon,7/14/24,02:01:44
Industrial,West,Hospital,24,48,Evening,8/20/19,00:11:00
Industrial,North,Stadium,50,94,Morning,9/29/19,03:53:47
Industrial,East,Stadium,65,75,Evening,11/5/22,23:42:05
Residential,West,Hospital,53,148,Night,2/24/20,14:29:21
Residential,East,Mall,80,62,Night,6/13/21,15:38:28
Suburb,West,Hospital,24,121,Evening,4/26/24,17:53:51
Downtown,North,Hospital,23,88,Night,2/21/20,04:33:45
Downtown,East,Park,96,30,Night,8/23/22,22:17:14
Residential,West,School,81,115,Evening,8/12/20,10:20:26
Residential,East,Mall,95,78,Night,9/3/20,18:14:55
Residential,North,Park,12,79,Evening,12/2/20,20:19:30
Industrial,East,Mall,55,134,Night,3/28/22,21:45:01
Industrial,East,School,84,92,Night,3/13/21,08:41:12
Residential,North,School,55,110,Morning,4/22/19,01:42:07
Suburb,West,School,77,148,Afternoon,5/20/23,02:16:29
Suburb,East,Park,31,132,Afternoon,7/8/21,22:49:28
Downtown,West,Park,90,139,Afternoon,1/27/21,12:05:01
Industrial,North,Mall,89,140,Afternoon,4/1/18,05:39:50
Residential,West,Park,81,48,Evening,7/5/21,00:12:11
Residential,West,Hospital,36,119,Morning,4/29/24,22:05:27
Suburb,South,Stadium,24,28,Afternoon,8/27/20,02:37:21
Downtown,West,Park,23,42,Morning,6/30/19,07:23:32
Downtown,South,Park,68,63,Morning,1/10/25,07:44:12
Industrial,North,Mall,68,109,Morning,2/23/25,06:31:49
Residential,North,Stadium,15,52,Evening,8/19/22,14:59:11
Downtown,West,Mall,28,136,Night,12/10/20,00:41:13
Residential,North,Stadium,68,20,Afternoon,1/13/20,03:49:58
Industrial,South,School,25,47,Afternoon,9/23/19,09:00:45
Residential,West,Park,14,68,Morning,10/3/23,10:22:06
Residential,South,Mall,71,59,Afternoon,1/8/19,13:55:05
Industrial,South,Hospital,67,77,Afternoon,7/22/19,11:52:32
Downtown,East,School,38,25,Night,3/17/18,04:45:05
Suburb,North,Mall,73,147,Afternoon,9/3/23,23:33:31
Industrial,East,Hospital,38,39,Night,9/4/24,19:48:24
Suburb,South,Park,69,70,Afternoon,4/16/24,02:43:06
Suburb,South,School,34,47,Afternoon,11/14/21,03:38:52
Downtown,East,Stadium,41,105,Afternoon,8/30/24,19:10:30
Downtown,East,Mall,61,57,Morning,11/11/24,11:12:00
Suburb,North,School,44,61,Afternoon,5/23/18,20:08:04
Residential,South,Mall,41,146,Afternoon,11/26/19,19:13:44
Downtown,North,Park,22,109,Morning,1/2/19,17:12:56
Downtown,West,Stadium,73,40,Evening,1/12/18,21:46:43
Downtown,East,Hospital,71,85,Morning,8/2/20,09:08:51
Suburb,North,Mall,39,29,Morning,4/1/18,19:33:20
Industrial,West,Hospital,64,123,Night,6/23/19,16:22:46
Residential,East,Park,51,65,Afternoon,2/1/19,19:09:36
Industrial,South,School,41,111,Morning,11/11/22,13:57:12
Industrial,East,School,59,76,Morning,11/11/22,05:25:14
Residential,North,School,65,101,Evening,8/23/21,09:45:33
Residential,South,Park,82,74,Afternoon,1/4/24,05:24:04
Suburb,West,Park,47,66,Morning,12/18/21,08:10:15
Industrial,East,Stadium,26,82,Night,10/19/23,23:17:22
Downtown,East,Hospital,10,37,Evening,2/12/19,05:38:35
Downtown,South,Mall,42,142,Evening,2/10/21,00:31:49
Downtown,North,Hospital,95,89,Afternoon,9/9/18,11:44:45
Downtown,East,School,84,47,Night,5/16/19,00:42:21
Suburb,East,School,50,32,Evening,7/25/18,17:38:04
Suburb,East,School,35,33,Night,3/9/20,13:17:50
Industrial,West,School,83,73,Morning,2/21/25,08:15:54
Industrial,West,Park,35,47,Morning,3/9/25,08:14:44
Suburb,South,Mall,47,80,Evening,1/5/21,04:56:49
Suburb,South,Park,94,39,Morning,11/9/21,21:25:03
Downtown,East,Mall,57,115,Afternoon,9/12/23,14:24:40
Industrial,South,Park,69,94,Morning,8/14/18,00:18:56
Industrial,East,Hospital,63,140,Afternoon,6/14/22,05:38:18
Downtown,North,Stadium,17,77,Morning,2/2/25,12:23:28
Downtown,West,Hospital,62,73,Night,9/2/18,00:10:24
Residential,North,Park,76,139,Evening,4/12/18,19:29:59
Industrial,West,Park,51,51,Afternoon,12/19/20,17:52:55
Industrial,South,Stadium,20,126,Night,3/11/25,22:01:38
Industrial,East,Mall,21,86,Evening,4/8/19,11:25:31
Downtown,North,Mall,11,82,Afternoon,11/18/19,05:03:29
Residential,West,Stadium,42,35,Evening,8/13/21,15:33:59
Industrial,East,Park,11,125,Afternoon,5/30/20,05:28:37
Downtown,West,Stadium,90,115,Evening,4/26/22,04:59:49
Residential,East,Stadium,84,88,Morning,9/27/23,05:55:29
Suburb,East,School,11,117,Afternoon,5/6/18,20:43:40
Downtown,South,Park,94,35,Afternoon,1/3/19,08:29:12
Residential,West,Hospital,18,149,Evening,3/24/20,18:42:24
Suburb,South,Mall,91,52,Afternoon,9/18/20,06:27:17
Downtown,South,Hospital,61,95,Night,6/15/21,22:03:30
Residential,East,Mall,84,92,Night,11/23/23,03:46:58
Suburb,North,Mall,42,39,Afternoon,10/20/23,14:36:49
Downtown,North,Hospital,13,29,Afternoon,7/15/23,06:37:28
Residential,East,Stadium,65,140,Morning,6/25/22,01:47:02
Residential,West,Mall,31,55,Night,1/24/23,08:12:52
Industrial,South,Park,79,22,Afternoon,5/9/21,09:33:26
Downtown,West,Stadium,47,63,Afternoon,11/20/24,21:22:05
Residential,West,Park,92,139,Morning,5/16/24,00:34:44
Industrial,West,Stadium,66,147,Morning,3/8/23,06:25:28
Downtown,North,Hospital,15,127,Afternoon,11/4/21,20:47:54
Suburb,North,School,18,40,Morning,9/16/24,00:31:05
Downtown,West,Hospital,12,22,Evening,4/24/20,02:06:32
Residential,West,Hospital,63,42,Night,12/4/23,17:17:21
Residential,South,Mall,78,56,Night,6/28/22,12:23:12
Residential,South,Park,82,35,Morning,11/18/21,17:16:49
Suburb,North,Hospital,48,28,Evening,11/16/20,04:54:55
Industrial,West,School,45,63,Afternoon,11/19/22,12:59:12
Industrial,North,Stadium,63,121,Morning,9/10/21,15:30:03
Suburb,West,Park,72,51,Afternoon,12/19/20,08:01:54
Industrial,West,Mall,98,26,Night,4/4/23,04:14:37
Industrial,West,Stadium,88,116,Evening,12/12/22,19:48:45
Industrial,West,Hospital,87,23,Afternoon,2/22/18,16:23:43
Suburb,South,School,45,110,Evening,11/27/19,18:57:47
Downtown,North,Park,56,42,Night,5/28/18,11:35:14
Suburb,North,Hospital,70,140,Evening,8/13/23,14:04:55
Residential,East,School,79,33,Night,8/11/19,12:29:33
Residential,East,School,21,111,Morning,3/28/22,17:08:21
Downtown,North,Hospital,73,49,Night,3/9/25,23:15:05
Residential,East,Stadium,42,60,Night,2/14/23,23:50:15
Suburb,East,Mall,12,96,Morning,7/18/19,20:18:30
Downtown,North,Hospital,86,48,Evening,5/3/23,11:41:56
Suburb,South,Mall,28,47,Morning,11/24/21,01:37:24
Residential,West,Hospital,70,126,Afternoon,2/2/20,03:50:37
Suburb,South,Park,11,87,Morning,5/22/23,05:39:01
Residential,South,School,56,28,Evening,4/18/23,07:24:04
Residential,East,School,26,133,Evening,12/29/21,17:28:44
Industrial,West,Mall,31,128,Morning,9/4/21,22:58:54
Downtown,South,School,26,104,Night,5/2/19,16:54:21
Industrial,East,Stadium,36,75,Night,10/10/22,02:56:56
Industrial,North,Park,20,99,Night,1/2/19,16:28:00
Downtown,South,School,70,108,Afternoon,6/4/18,20:35:44
Downtown,West,Hospital,97,95,Morning,7/21/22,01:43:24
Residential,South,School,26,59,Afternoon,12/13/18,01:33:29
Suburb,East,School,16,105,Morning,2/21/25,04:32:50
Suburb,East,Hospital,91,148,Morning,11/1/18,14:46:10
Industrial,East,Hospital,60,72,Afternoon,4/19/20,01:03:28
Residential,East,Park,88,28,Morning,10/7/21,20:57:26
Residential,South,Mall,41,91,Morning,12/27/22,19:56:17
Residential,South,Stadium,73,98,Afternoon,3/9/25,14:15:02
Suburb,East,Park,39,36,Morning,2/28/21,13:40:13
Industrial,North,Stadium,65,72,Night,7/10/18,21:19:54
Industrial,West,Mall,60,72,Afternoon,10/4/20,11:14:43
Downtown,East,Park,77,31,Afternoon,9/18/22,07:33:29
Suburb,East,Stadium,35,127,Night,6/12/22,11:55:50
Industrial,South,Mall,53,136,Evening,6/27/22,16:03:24
Downtown,South,School,55,22,Morning,6/27/23,23:38:22
Suburb,West,Stadium,24,118,Night,6/7/19,15:10:48
Downtown,East,Park,86,34,Night,7/26/21,23:01:19
Residential,East,Hospital,69,90,Morning,10/14/23,19:26:08
Downtown,North,Stadium,76,20,Morning,1/14/24,07:50:26
Downtown,East,School,19,85,Night,4/16/20,04:49:24
Suburb,South,Park,54,87,Afternoon,12/11/21,07:28:48
Industrial,North,School,30,76,Night,3/10/20,21:11:52
Downtown,East,Mall,51,47,Afternoon,7/23/18,14:00:21
Downtown,West,Hospital,46,20,Afternoon,11/18/21,01:02:38
Industrial,South,Park,83,118,Morning,12/10/22,00:48:54
Suburb,North,School,74,66,Night,12/5/19,05:08:26
Industrial,West,School,24,105,Evening,8/6/22,09:20:34
Industrial,South,Mall,33,87,Afternoon,5/11/24,09:01:23
Residential,West,Stadium,90,80,Night,6/27/21,16:49:50
Residential,North,Hospital,77,132,Afternoon,8/1/19,14:03:53
Residential,West,Hospital,52,147,Afternoon,4/6/21,18:38:29
Residential,South,Mall,59,107,Night,10/12/22,05:04:43
Suburb,North,Hospital,12,22,Afternoon,12/22/23,01:59:33
Industrial,South,School,97,95,Evening,2/27/18,10:16:58
Downtown,East,Stadium,67,130,Morning,3/25/24,04:21:29
Suburb,North,Stadium,72,72,Evening,5/11/18,22:15:39
Residential,South,Stadium,22,123,Evening,7/29/23,21:53:49
Suburb,South,Mall,25,54,Evening,11/9/22,16:35:59
Downtown,West,Mall,77,147,Afternoon,10/2/19,12:39:27
Industrial,North,Park,77,92,Night,12/14/23,15:41:34
Residential,East,Mall,82,117,Night,9/14/18,10:07:44
Industrial,West,Stadium,49,110,Night,10/18/18,06:57:04
Industrial,West,Mall,65,84,Morning,5/19/23,01:59:07
Suburb,East,Stadium,46,109,Morning,6/1/18,20:13:46
Residential,South,Park,30,89,Night,10/26/22,23:25:22
Residential,South,Hospital,46,116,Morning,11/2/18,21:44:34
Industrial,South,Park,55,25,Afternoon,2/28/21,19:04:02
Residential,East,Hospital,66,63,Night,1/30/21,20:20:22
Industrial,East,Stadium,80,44,Afternoon,4/7/23,05:08:36
Suburb,West,Mall,98,109,Evening,6/27/21,20:08:24
Residential,West,Stadium,87,31,Evening,5/21/19,21:52:04
Industrial,West,School,19,74,Evening,8/20/22,17:17:53
Residential,West,School,30,125,Night,8/22/18,13:35:08
Industrial,South,Stadium,67,43,Night,7/18/18,00:03:09
Industrial,South,Park,38,56,Evening,8/29/23,21:44:23
Industrial,East,Hospital,14,78,Morning,8/30/18,09:37:45
Residential,West,School,62,111,Night,11/18/18,02:40:55
Suburb,North,Park,56,148,Evening,12/2/22,09:44:27
Residential,North,Park,47,28,Morning,5/29/24,08:23:11
Downtown,West,Stadium,75,99,Evening,2/26/20,03:42:25
Suburb,North,Hospital,56,44,Morning,10/6/18,04:03:37
Downtown,South,Hospital,78,97,Afternoon,4/8/18,02:23:10
Downtown,West,Hospital,80,46,Afternoon,9/23/24,21:58:40
Residential,South,Stadium,95,133,Afternoon,3/13/24,05:38:44
Downtown,South,School,24,46,Night,1/9/18,07:37:25
Suburb,North,School,77,37,Morning,6/25/18,16:15:17
Residential,West,Stadium,95,144,Evening,9/14/18,21:24:06
Industrial,North,School,65,127,Afternoon,11/30/22,19:15:24
Suburb,East,School,82,63,Morning,2/14/20,03:50:18
Residential,East,Mall,71,30,Afternoon,2/16/25,02:32:05
Industrial,East,Hospital,19,84,Afternoon,7/1/19,00:41:24
Downtown,West,School,48,134,Night,10/22/22,17:50:29
Residential,South,Mall,50,31,Afternoon,8/25/18,18:36:18
Downtown,West,Mall,35,53,Afternoon,8/7/24,07:03:37
Residential,South,Hospital,11,57,Evening,3/24/23,00:25:01
Suburb,North,Mall,62,59,Night,10/18/20,13:34:53
Suburb,South,Stadium,85,49,Evening,5/2/19,17:36:01
Industrial,East,Mall,26,113,Evening,8/28/19,14:36:37
Residential,North,Hospital,11,137,Evening,1/10/19,01:24:36
Industrial,East,School,68,88,Evening,6/11/20,13:52:49
Downtown,South,Stadium,22,133,Morning,6/15/18,16:40:31
Downtown,East,Stadium,71,96,Morning,3/6/20,21:56:57
Downtown,North,Mall,80,92,Morning,8/15/24,20:32:10
Downtown,South,School,53,43,Night,4/10/19,08:28:27
Downtown,West,Stadium,46,96,Morning,5/8/19,13:49:27
Downtown,West,Park,55,93,Night,5/11/23,13:35:53
Industrial,South,Park,13,133,Morning,2/3/18,10:52:48
Industrial,North,Mall,79,29,Morning,7/15/21,07:58:39
Industrial,North,School,87,76,Night,3/8/18,15:19:53
Suburb,East,Stadium,66,69,Evening,11/22/23,05:39:23
Industrial,East,Mall,93,138,Morning,7/12/24,10:49:31
Suburb,West,Mall,14,48,Evening,8/8/20,14:11:22
Downtown,South,School,74,31,Night,12/11/19,05:54:21
Downtown,South,Hospital,16,20,Evening,2/28/22,04:21:53
Residential,North,Stadium,79,130,Afternoon,6/28/19,13:38:35
Downtown,South,Mall,11,29,Morning,10/30/20,09:24:34
Downtown,East,School,72,111,Morning,9/3/19,06:39:28
Downtown,South,Stadium,43,35,Afternoon,11/15/18,12:10:50
Industrial,East,Park,97,144,Morning,11/9/24,01:59:33
Industrial,South,Stadium,82,129,Morning,12/26/24,10:10:21
Suburb,East,Stadium,87,121,Night,6/3/24,04:42:26
Downtown,East,Park,53,123,Evening,11/6/24,23:14:21
Residential,East,School,32,99,Morning,12/5/18,10:20:03
Downtown,South,School,65,122,Night,3/26/25,19:26:12
Residential,West,Stadium,14,77,Afternoon,8/8/19,12:27:53
Suburb,East,School,27,116,Afternoon,3/12/20,20:42:45
Suburb,East,Mall,24,55,Morning,7/30/23,17:29:12
Suburb,East,Stadium,33,39,Afternoon,1/6/25,21:20:18
Residential,East,Mall,16,58,Afternoon,7/31/18,04:54:13
Downtown,North,Park,96,44,Morning,6/22/18,19:07:40
Suburb,South,Hospital,86,21,Night,11/2/18,09:33:17
Industrial,North,Park,80,89,Morning,3/12/21,11:27:01
Downtown,North,School,91,24,Night,9/25/21,15:48:32
Residential,East,School,82,41,Evening,4/7/23,11:00:43
Industrial,East,Park,62,116,Afternoon,1/18/22,01:16:26
Suburb,East,School,59,56,Evening,5/20/20,21:59:58
Suburb,South,Hospital,81,99,Night,7/22/22,22:01:40
Industrial,East,Park,45,94,Evening,8/19/22,14:10:11
Industrial,West,Stadium,51,86,Morning,8/28/22,01:29:29
Downtown,South,Park,93,123,Night,6/2/19,01:34:04
Industrial,South,Hospital,80,149,Morning,7/31/22,10:31:07
Suburb,South,Hospital,99,67,Morning,7/29/20,06:12:15
Suburb,West,Park,11,114,Evening,3/18/23,07:20:44
Industrial,West,Park,94,30,Morning,12/18/18,23:20:32
Residential,South,School,43,113,Morning,12/24/23,23:58:08
Downtown,West,Park,47,114,Afternoon,12/8/22,08:29:54
Suburb,East,Park,77,72,Night,8/12/19,01:11:26
Industrial,South,School,34,55,Evening,12/18/22,15:38:59
Residential,West,School,72,66,Morning,5/29/18,07:01:47
Suburb,West,Hospital,60,66,Evening,10/27/19,08:25:38
Downtown,North,Mall,33,27,Afternoon,11/26/21,10:20:15
Industrial,East,Hospital,20,74,Evening,11/6/24,09:14:21
Downtown,North,Hospital,59,137,Afternoon,10/31/19,19:22:01
Suburb,North,Hospital,54,60,Night,11/25/19,02:16:22
Suburb,South,Park,58,96,Afternoon,1/29/19,13:15:08
Suburb,North,School,81,31,Evening,2/22/18,09:13:19
Suburb,South,Hospital,19,123,Afternoon,3/17/18,23:27:26
Suburb,North,Mall,74,103,Night,8/21/20,12:40:09
Residential,South,Park,96,59,Night,1/29/18,23:52:17
Residential,South,Mall,20,137,Morning,4/6/22,17:30:03
Industrial,East,Stadium,97,90,Night,10/9/23,10:51:19
Downtown,East,Park,79,134,Night,5/16/20,20:15:36
Downtown,East,Stadium,60,83,Morning,7/12/21,10:17:17
Downtown,North,Park,36,67,Night,1/12/21,04:29:13
Suburb,East,Stadium,69,94,Night,11/9/23,23:41:47
Suburb,East,Hospital,73,133,Evening,5/22/22,02:22:59
Residential,North,Hospital,68,137,Evening,5/2/21,13:47:58
Downtown,West,Stadium,55,99,Night,9/26/19,15:03:26
Suburb,East,Stadium,19,92,Afternoon,9/22/21,19:15:08
Downtown,West,Mall,78,146,Afternoon,3/18/19,15:24:46
Downtown,South,Park,80,44,Morning,1/24/19,13:04:10
Residential,South,Park,97,92,Night,3/13/19,09:31:27
Industrial,East,Hospital,93,45,Night,5/23/22,15:40:01
Suburb,West,Mall,75,128,Evening,6/14/23,08:19:12
Industrial,West,School,97,25,Night,1/2/19,23:03:57
Residential,South,School,39,82,Night,2/9/23,19:04:52
Industrial,South,Mall,10,36,Morning,3/25/22,12:38:07
Downtown,North,Mall,70,54,Night,7/14/19,18:26:00
Suburb,North,Stadium,72,139,Morning,12/25/24,23:06:06
Downtown,South,Park,88,82,Night,9/20/21,02:33:01
Residential,East,Park,60,149,Afternoon,7/5/18,03:38:32
Residential,East,Stadium,51,92,Morning,3/11/24,00:41:23
Suburb,South,School,23,141,Evening,1/23/23,10:53:13
Suburb,North,Stadium,75,137,Evening,10/4/18,13:02:57
Residential,East,School,51,118,Afternoon,8/17/22,09:48:42
Downtown,East,School,53,119,Evening,3/5/21,17:37:44
Downtown,South,Mall,57,53,Evening,11/2/21,09:34:33
Residential,North,Stadium,30,87,Evening,12/23/24,23:27:28
Industrial,East,School,54,123,Night,8/6/21,10:17:19
Residential,South,Park,52,107,Evening,9/26/22,08:25:48
Residential,North,School,72,132,Morning,5/18/24,19:39:15
Industrial,East,School,36,38,Afternoon,8/8/19,11:56:34
Downtown,North,School,89,72,Afternoon,2/8/24,01:57:08
